date,country,channel ID,category ID,sessions,pageviews,conversions,revenue,bounces,total_session_duration_in_ms
2019-04-20,es,7,17,1,1,0,0,0,264744
2019-04-20,es,4,17,6,13,1,0.24,1,2333005
2019-04-21,es,2,17,3,10,1,0.32,0,6092713
2019-04-21,es,6,17,21,68,10,3,4,75775024
2019-04-22,es,6,17,41,93,20,6.8,9,37115913
2019-04-22,es,5,17,2,5,0,0,0,2987741
2019-04-22,es,4,17,5,12,2,0.88,0,1735239
2019-04-22,es,2,17,7,47,27,8.28,0,120466104
2019-04-22,es,7,17,1,1,0,0,0,298281
2019-04-23,es,6,17,41,94,24,6.76,6,45044607
2019-04-23,es,4,17,4,13,4,0.84,0,2403420
2019-04-23,es,5,17,1,1,0,0,0,0
2019-04-23,es,2,17,2,9,2,0.34,0,6272476
2019-04-24,es,2,17,6,24,1,0,0,25165104
2019-04-24,es,3,17,2,0,4,0.6,0,6554750
2019-04-24,es,6,17,29,78,22,7.36,3,42024876
2019-04-24,es,4,17,3,12,2,0.04,0,1817010
2019-04-25,es,6,17,28,86,28,8.76,3,59196030
2019-04-25,es,4,17,2,4,1,0.24,0,360088
2019-04-25,es,2,17,2,2,0,0,0,307444
2019-04-26,es,4,17,6,8,5,1,1,4021008
2019-04-26,es,2,17,1,1,0,0,0,0
2019-04-26,es,6,17,27,59,13,3.08,4,12003695
2019-04-26,es,5,17,1,1,0,0,0,0
2019-04-27,es,2,17,4,4,4,0.96,0,7229069
2019-04-27,es,6,17,19,61,9,2.88,2,18198797
2019-04-27,es,4,17,3,7,1,0.32,0,687434
2019-04-28,es,2,17,4,1,13,3.92,0,35946593
2019-04-28,es,4,17,1,1,0,0,0,0
2019-04-28,es,6,17,25,67,19,5.08,4,29786804
2019-04-29,es,4,17,2,2,3,1.4,0,1114628
2019-04-29,es,7,17,1,1,0,0,0,333190
2019-04-29,es,6,17,35,73,20,6.64,6,19627148
2019-04-29,es,2,17,3,1,23,7.28,0,152626353
2019-04-30,es,4,17,4,5,0,0,1,1443824
2019-04-30,es,7,17,1,5,1,0.28,0,1297680
2019-04-30,es,2,17,3,1,15,4.88,0,20891906
2019-04-30,es,6,17,36,59,23,6.076,4,27571975
2019-04-30,es,5,17,2,2,1,0.28,0,30494
2019-05-01,es,2,17,5,10,0,0,0,2338494
2019-05-01,es,7,17,2,13,0,0,0,19867172
2019-05-01,es,4,17,2,3,0,0,0,1799722
2019-05-01,es,3,17,1,2,0,0,0,5411762
2019-05-01,es,6,17,20,43,5,0.92,3,8659525
2019-05-02,es,2,17,3,3,0,0,1,1688252
2019-05-02,es,5,17,1,1,2,0.44,0,581418
2019-05-02,es,6,17,25,70,31,8.356,3,31937481
2019-05-02,es,4,17,3,13,14,4.48,1,27496875
2019-05-03,es,4,17,2,2,0,0,0,20820
2019-05-03,es,6,17,24,63,18,5.144,4,21117960
2019-05-03,es,2,17,1,0,1,0.36,0,156995
2019-05-04,es,4,17,1,3,0,0,0,601923
2019-05-04,es,7,17,1,5,0,0,0,3258840
2019-05-04,es,6,17,38,92,42,12.32,7,70138400
2019-05-04,es,2,17,10,16,6,1.68,0,10079344
2019-05-05,es,6,17,25,71,30,7.344,3,121261790
2019-05-05,es,2,17,3,7,4,0.8,0,4311246
2019-05-05,es,4,17,1,1,0,0,0,19079
2019-05-06,es,4,17,9,25,13,5.64,2,16202068
2019-05-06,es,2,17,4,17,3,0.92,0,45031634
2019-05-06,es,6,17,33,85,31,9.3,5,46889737
2019-05-06,es,5,17,1,2,0,0,0,96920
2019-05-06,es,7,17,1,0,1,0.36,0,426039
2019-05-07,es,4,17,11,16,6,2.84,3,1475709
2019-05-07,es,6,17,43,90,26,8.324,6,78841710
2019-05-07,es,2,17,2,21,3,0.56,0,35745450
2019-05-08,es,6,17,46,108,36,9.2,8,85146048
2019-05-08,es,2,17,1,0,1,0.2,0,324241
2019-05-08,es,4,17,8,10,0,0,3,1295657
2019-05-08,es,5,17,2,2,0,0,1,0
2019-05-09,es,6,17,32,76,7,2.16,4,15599546
2019-05-09,es,4,17,11,27,7,2.36,2,8108181
2019-05-09,es,2,17,7,32,3,1.2,1,26166320
2019-05-09,es,7,17,1,17,7,2.2,0,35399976
2019-05-10,es,4,17,4,9,3,0.76,1,3280337
2019-05-10,es,2,17,5,22,1,0.28,0,13521545
2019-05-10,es,6,17,35,63,34,10.64,5,49226331
2019-05-10,es,5,17,2,2,0,0,0,348914
2019-05-11,es,6,17,32,83,12,3.28,5,67602672
2019-05-11,es,2,17,4,18,6,1.8,0,27562772
2019-05-11,es,4,17,4,11,4,1.32,0,2627271
2019-05-12,es,2,17,2,2,0,0,0,65405
2019-05-12,es,6,17,23,76,9,2.184,4,34947807
2019-05-12,es,4,17,2,5,1,0.48,0,459402
2019-05-12,es,5,17,1,3,2,0.52,0,673265
2019-05-12,es,7,17,1,1,1,0.44,0,187926
2019-05-13,es,7,17,1,3,0,0,0,2733414
2019-05-13,es,4,17,1,1,3,1.16,0,552044
2019-05-13,es,6,17,47,135,49,13.864,7,81653080
2019-05-13,es,5,17,2,2,1,0.24,0,374752
2019-05-13,es,2,17,10,48,11,3.48,0,71130344
2019-05-14,es,6,17,31,121,24,6.264,6,121863623
2019-05-14,es,4,17,5,8,3,0.784,1,886776
2019-05-14,es,2,17,8,21,5,1.224,0,37976631
2019-05-15,es,5,17,2,4,1,0.28,0,1790811
2019-05-15,es,2,17,7,20,11,2.64,1,50761185
2019-05-15,es,6,17,45,121,19,4.904,7,58261844
2019-05-15,es,4,17,4,24,7,2.76,0,37601792
2019-05-16,es,4,17,2,14,2,1.28,0,5768340
2019-05-16,es,2,17,3,1,4,1.16,0,9382173
2019-05-16,es,5,17,2,6,1,0.36,0,1032091
2019-05-16,es,6,17,52,83,28,9.256,11,32144471
2019-05-17,es,6,17,48,266,58,21.052,8,545843998
2019-05-17,es,2,17,3,3,0,0,1,28837
2019-05-17,es,4,17,1,1,0,0,0,92484
2019-05-18,es,5,17,2,23,0,0,0,15148914
2019-05-18,es,2,17,2,2,1,0.24,0,36256
2019-05-18,es,6,17,37,69,16,5.68,8,25413486
2019-05-18,es,4,17,8,76,13,6.52,1,302226313
2019-05-18,es,7,17,29,29,0,0,14,0
2019-05-19,es,6,17,27,49,17,5.84,5,27009475
2019-05-19,es,5,17,2,2,1,0.16,0,3100634
2019-05-19,es,7,17,1,1,0,0,0,1193704
2019-05-19,es,2,17,5,22,6,1.68,0,21728005
2019-05-19,es,4,17,2,3,0,0,0,199324
2019-05-20,es,4,17,6,17,0,0,1,2490161
2019-05-20,es,6,17,54,125,47,17.48,11,101157813
2019-05-20,es,5,17,1,7,0,0,0,1495375
2019-05-20,es,7,17,4,9,2,0.48,0,53754193
2019-05-20,es,2,17,5,7,7,2.24,1,2568285
2019-05-21,es,7,17,2,4,0,0,0,1052552
2019-05-21,es,2,17,7,12,3,0.84,1,5340593
2019-05-21,es,4,17,6,9,1,0.4,1,1186036
2019-05-21,es,6,17,41,76,23,7.64,9,41774549
2019-05-21,es,5,17,1,1,0,0,0,0
2019-05-22,es,7,17,16,56,8,2.4,3,24240421
2019-05-22,es,4,17,1,4,2,0,0,1656558
2019-05-22,es,6,17,24,75,26,8.272,2,31246707
2019-05-22,es,2,17,2,9,0,0,0,309416
2019-05-23,es,6,17,25,68,31,10.2,7,77790014
2019-05-23,es,7,17,73,190,78,22.224,17,258368606
2019-05-23,es,4,17,11,29,14,4.44,2,16938035
2019-05-23,es,2,17,4,3,5,1.192,0,233015
2019-05-24,es,7,17,84,241,81,26.784,17,174336922
2019-05-24,es,5,17,2,4,0,0,0,245598
2019-05-24,es,2,17,14,36,16,5.48,3,25162321
2019-05-24,es,4,17,3,3,4,2.16,0,1977888
2019-05-24,es,6,17,26,45,15,3.68,5,17688784
2019-05-25,es,7,17,97,233,96,25.6,23,364279323
2019-05-25,es,5,17,3,6,0,0,0,468524
2019-05-25,es,2,17,5,23,6,1.84,0,28219000
2019-05-25,es,4,17,6,8,3,1.48,1,613947
2019-05-25,es,6,17,25,111,29,10.72,6,126366953
2019-05-26,es,4,17,4,15,10,3.4,0,18209313
2019-05-26,es,7,17,108,290,151,46.576,23,220810645
2019-05-26,es,5,17,3,6,1,0.28,0,1528894
2019-05-26,es,2,17,16,37,26,6.332,1,31899525
2019-05-26,es,6,17,30,76,23,7.88,6,48520520
2019-05-27,es,7,17,112,296,134,40.684,26,333488488
2019-05-27,es,5,17,5,27,10,4.12,0,9246967
2019-05-27,es,2,17,8,4,7,2.04,1,17729635
2019-05-27,es,4,17,7,21,3,0.64,2,17111580
2019-05-27,es,6,17,30,63,20,4.94,4,28115084
2019-05-28,es,7,17,69,166,69,17.708,16,86924978
2019-05-28,es,5,17,3,14,0,0,0,1667959
2019-05-28,es,2,17,13,59,92,23.332,0,462779622
2019-05-28,es,6,17,24,59,15,4.04,6,25452945
2019-05-28,es,4,17,7,16,6,2.2,1,11631703
2019-05-29,es,6,17,31,88,17,5.84,3,34912901
2019-05-29,es,4,17,2,17,1,0.32,0,5209110
2019-05-29,es,7,17,48,167,84,24.8,8,229435939
2019-05-29,es,5,17,2,25,6,1.68,0,29323816
2019-05-29,es,2,17,8,27,10,3.96,0,36898815
2019-05-30,es,6,17,32,107,36,9.4,4,113200075
2019-05-30,es,5,17,1,4,3,0.96,0,3082184
2019-05-30,es,4,17,6,8,2,0.64,1,1770359
2019-05-30,es,2,17,12,34,41,11.52,0,76175861
2019-05-30,es,7,17,98,316,155,47.832,18,266818902
2019-05-31,es,5,17,2,15,1,0.44,0,3785040
2019-05-31,es,2,17,12,43,38,9.16,0,154191868
2019-05-31,es,6,17,27,60,31,8.56,4,34368211
2019-05-31,es,7,17,221,494,156,47.32,72,726259507
2019-05-31,es,4,17,4,18,3,0.4,0,18682897
2019-06-01,es,6,17,29,77,21,5.52,6,59540719
2019-06-01,es,5,17,2,12,1,0.2,0,4405871
2019-06-01,es,4,17,8,30,5,2.04,1,12108403
2019-06-01,es,2,17,15,83,26,6.86,2,116614362
2019-06-01,es,7,17,138,429,154,46.02,34,365161293
2019-06-02,es,4,17,7,64,18,5.88,1,110096864
2019-06-02,es,7,17,176,475,163,46.884,41,451400333
2019-06-02,es,2,17,9,59,15,4.24,0,135880059
2019-06-02,es,5,17,1,1,0,0,0,0
2019-06-02,es,6,17,33,67,28,7.6,7,81151339
2019-06-03,es,7,17,154,382,121,37.68,34,226656843
2019-06-03,es,2,17,8,28,6,2,1,12172285
2019-06-03,es,5,17,1,1,2,0.68,0,529794
2019-06-03,es,6,17,49,88,40,10.472,7,40492671
2019-06-03,es,4,17,4,12,2,0.48,0,3996854
2019-06-04,es,7,17,60,147,66,20.28,13,100985856
2019-06-04,es,2,17,5,15,21,11.12,0,34434869
2019-06-04,es,4,17,8,22,3,1.36,1,3027622
2019-06-04,es,6,17,37,102,31,11.52,6,46088602
2019-06-04,es,3,17,1,1,0,0,0,386451
2019-06-05,es,7,17,30,71,37,11.584,7,63269502
2019-06-05,es,4,17,4,7,2,0.64,0,4521150
2019-06-05,es,2,17,4,4,2,0.72,0,2663162
2019-06-05,es,6,17,32,85,30,10.92,5,42857404
2019-06-06,es,2,17,2,5,0,0,0,65955
2019-06-06,es,6,17,45,125,34,8.34,5,68421061
2019-06-06,es,4,17,6,17,17,4.8,0,32975863
2019-06-06,es,7,17,22,84,21,5.8,4,51021622
2019-06-07,es,2,17,8,18,9,2.28,0,36191474
2019-06-07,es,4,17,3,8,0,0,0,7768235
2019-06-07,es,6,17,39,141,43,11.7,7,145120582
2019-06-07,es,7,17,20,34,16,5.48,4,8923193
2019-06-08,es,6,17,34,88,33,8.64,7,40839206
2019-06-08,es,4,17,2,3,1,0.028,0,320241
2019-06-08,es,7,17,16,37,16,4.44,3,11231531
2019-06-08,es,2,17,5,10,10,2.56,0,12783562
2019-06-09,es,6,17,21,61,20,4.44,4,51296257
2019-06-09,es,2,17,3,7,8,2.32,0,3419892
2019-06-09,es,7,17,21,36,9,2.36,4,11120847
2019-06-09,es,4,17,1,4,0,0,0,1726488
2019-06-10,es,6,17,51,92,32,9.24,10,37933385
2019-06-10,es,4,17,4,8,2,0.6,0,834968
2019-06-10,es,2,17,7,26,8,2.48,1,13830827
2019-06-10,es,7,17,54,167,37,12.52,12,193356211
2019-06-11,es,6,17,39,98,38,9.92,5,55972052
2019-06-11,es,4,17,2,2,0,0,1,0
2019-06-11,es,5,17,3,10,2,0.52,0,6429073
2019-06-11,es,7,17,71,172,56,19.068,18,96183438
2019-06-11,es,2,17,11,37,13,3.788,0,18201560
2019-06-12,es,2,17,4,4,3,0.56,0,938212
2019-06-12,es,4,17,4,12,3,0.92,0,6224596
2019-06-12,es,6,17,41,122,58,17.936,3,93370248
2019-06-12,es,7,17,35,74,40,12.44,9,36745054
2019-06-13,es,2,17,6,18,0,0,0,11971710
2019-06-13,es,6,17,44,123,24,7.52,8,67535109
2019-06-13,es,4,17,3,36,13,5.28,0,93490575
2019-06-13,es,7,17,32,60,22,6.508,5,15108537
2019-06-14,es,4,17,2,2,0,0,0,1024728
2019-06-14,es,7,17,65,139,58,16.7,12,55122741
2019-06-14,es,2,17,5,10,13,4.36,0,10497933
2019-06-14,es,5,17,1,1,1,0,0,9262516
2019-06-14,es,6,17,50,152,75,19.832,6,324170735
2019-06-15,es,7,17,35,89,28,8.18,9,47811530
2019-06-15,es,6,17,28,104,24,7.32,5,81399086
2019-06-15,es,2,17,8,26,16,5.04,0,18606993
2019-06-15,es,5,17,1,1,0,0,0,0
2019-06-15,es,4,17,2,5,3,1.12,0,5200471
2019-06-16,es,7,17,37,102,91,28.348,8,306471987
2019-06-16,es,2,17,3,2,5,1.72,0,10585104
2019-06-16,es,5,17,4,4,1,0.172,1,755679
2019-06-16,es,6,17,24,46,11,2.12,5,12801354
2019-06-17,es,7,17,63,180,54,17.428,17,73490739
2019-06-17,es,2,17,4,49,23,6.228,0,118173702
2019-06-17,es,5,17,1,8,4,0.96,0,17377800
2019-06-17,es,6,17,37,103,35,8.78,6,64030798
2019-06-18,es,4,17,5,17,4,1.24,0,8769974
2019-06-18,es,6,17,45,96,36,8.028,8,48144201
2019-06-18,es,5,17,2,3,0,0,0,27420
2019-06-18,es,2,17,3,10,8,2.16,0,7370062
2019-06-18,es,7,17,61,220,77,26.92,12,279652469
2019-06-19,es,2,17,7,4,5,1,0,4147923
2019-06-19,es,6,17,23,68,17,4.92,4,33564477
2019-06-19,es,7,17,52,145,68,20.776,9,65416177
2019-06-20,es,7,17,32,98,59,16.384,7,217230242
2019-06-20,es,6,17,33,76,19,5.48,6,21286486
2019-06-20,es,4,17,4,18,9,2.04,0,14161138
2019-06-20,es,2,17,7,12,5,1.44,1,5585972
2019-06-21,es,6,17,30,82,33,11.56,6,90022371
2019-06-21,es,4,17,2,3,5,1.6,0,3292412
2019-06-21,es,2,17,8,27,8,2.16,0,5967952
2019-06-21,es,7,17,32,98,63,16.936,6,137707913
2019-06-21,es,5,17,1,1,0,0,0,0
2019-06-22,es,5,17,3,7,3,0.8,0,765570
2019-06-22,es,7,17,53,109,29,7.4,13,34695008
2019-06-22,es,2,17,11,26,20,6,1,10684053
2019-06-22,es,6,17,31,99,70,25.928,1,111899552
2019-06-22,es,4,17,4,10,9,2.44,0,11654764
2019-06-23,es,5,17,2,6,2,0.8,0,1523088
2019-06-23,es,2,17,15,44,15,4.16,3,26024045
2019-06-23,es,6,17,48,137,101,34.68,9,286534124
2019-06-23,es,4,17,4,5,0,0,1,262952
2019-06-23,es,7,17,68,216,52,14.988,12,91125871
2019-06-24,es,4,17,3,3,3,1.2,0,4237276
2019-06-24,es,7,17,119,286,107,30.176,28,178724531
2019-06-24,es,6,17,40,85,41,11.76,5,53881948
2019-06-24,es,5,17,5,16,18,3.28,0,65692251
2019-06-24,es,2,17,10,48,18,3.364,0,56038251
2019-06-25,es,6,17,54,114,105,33.452,8,267273654
2019-06-25,es,7,17,75,200,86,28.308,18,151789726
2019-06-25,es,5,17,1,5,0,0,0,1277010
2019-06-25,es,4,17,2,2,0,0,1,0
2019-06-25,es,2,17,8,15,9,2.52,0,6679468
2019-06-26,es,7,17,49,102,35,9.84,10,44113615
2019-06-26,es,6,17,55,123,24,5.8,14,103502897
2019-06-26,es,4,17,4,6,6,1.72,0,4167628
2019-06-26,es,5,17,4,12,0,0,0,1839725
2019-06-26,es,2,17,8,15,4,1,2,5263052
2019-06-27,es,7,17,61,131,37,10.152,18,49375068
2019-06-27,es,5,17,1,1,0,0,0,0
2019-06-27,es,4,17,1,1,0,0,0,0
2019-06-27,es,2,17,12,13,7,1.96,1,7257178
2019-06-27,es,6,17,40,86,42,12.108,4,56288406
2019-06-28,es,4,17,3,5,1,0.32,0,320930
2019-06-28,es,5,17,1,4,0,0,0,15420
2019-06-28,es,2,17,9,72,20,5.512,0,122718974
2019-06-28,es,7,17,38,76,40,9.976,7,21929547
2019-06-28,es,6,17,43,106,34,10.4,8,81172516
2019-06-29,es,7,17,35,76,33,9.872,6,35372793
2019-06-29,es,5,17,1,1,0,0,0,1078075
2019-06-29,es,2,17,4,3,2,0.72,1,103072
2019-06-29,es,4,17,1,1,4,1,0,2240235
2019-06-29,es,6,17,31,76,22,4.64,7,39951760
2019-06-30,es,6,17,27,53,24,6.54,4,29344056
2019-06-30,es,4,17,2,2,0,0,0,62590
2019-06-30,es,5,17,3,3,0,0,1,0
2019-06-30,es,2,17,3,2,1,0.44,0,700716
2019-06-30,es,7,17,26,107,58,14.836,4,105169336
2019-07-01,es,7,17,126,372,143,44.632,24,222141081
2019-07-01,es,6,17,36,91,38,7.48,6,333125945
2019-07-01,es,2,17,8,37,6,1.72,0,16203211
2019-07-01,es,4,17,4,5,5,2.24,0,3379719
2019-07-02,es,6,17,50,147,34,8.46,9,87240800
2019-07-02,es,7,17,82,198,65,19.36,20,87473663
2019-07-02,es,2,17,7,10,6,1.72,0,2521054
2019-07-02,es,4,17,6,7,6,1.868,1,2571011
2019-07-03,es,4,17,2,2,0,0,0,152304
2019-07-03,es,5,17,4,6,0,0,1,1152123
2019-07-03,es,6,17,38,107,44,12.4,6,86655844
2019-07-03,es,2,17,4,19,6,1.88,0,11825915
2019-07-03,es,7,17,25,85,16,4.76,6,63793734
2019-07-04,es,7,17,21,62,42,11.26,3,52704851
2019-07-04,es,2,17,4,2,2,0.6,0,677232
2019-07-04,es,4,17,8,10,6,1.984,1,5971242
2019-07-04,es,6,17,25,104,25,6.628,2,62587878
2019-07-05,es,5,17,3,18,7,1.88,0,23753204
2019-07-05,es,7,17,64,154,41,13.016,16,96122660
2019-07-05,es,2,17,13,13,15,3.936,0,14263252
2019-07-05,es,4,17,6,6,3,1.04,1,1232395
2019-07-05,es,6,17,24,92,33,10.32,4,55519382
2019-07-06,es,4,17,6,8,0,0,1,894545
2019-07-06,es,7,17,29,55,25,8.772,8,13658597
2019-07-06,es,2,17,2,1,1,0.28,0,27951
2019-07-06,es,6,17,30,56,16,5.4,6,30946446
2019-07-07,es,7,17,31,77,12,3.76,7,20235651
2019-07-07,es,6,17,30,82,34,8.88,4,170996919
2019-07-07,es,2,17,2,1,1,0.2,0,199556
2019-07-07,es,4,17,4,4,22,6.868,0,27425464
2019-07-08,es,4,17,11,20,6,1.64,2,4425542
2019-07-08,es,2,17,3,13,8,2.136,0,15497665
2019-07-08,es,6,17,35,100,14,3.72,6,37266702
2019-07-08,es,7,17,57,134,120,38.184,13,380489147
2019-07-09,es,5,17,2,4,0,0,0,655653
2019-07-09,es,6,17,47,128,34,9.932,7,61790222
2019-07-09,es,2,17,6,21,9,2.36,1,21662037
2019-07-09,es,7,17,32,111,53,17.108,6,78411003
2019-07-09,es,4,17,16,38,7,2.44,5,11781192
2019-07-10,es,6,17,45,102,40,14.588,6,81087881
2019-07-10,es,4,17,2,3,0,0,0,1047330
2019-07-10,es,5,17,1,1,0,0,0,1899863
2019-07-10,es,7,17,27,59,18,5.88,5,26697650
2019-07-10,es,2,17,4,19,6,1.352,0,6081452
2019-07-11,es,6,17,40,77,27,8.308,5,83437204
2019-07-11,es,4,17,5,18,8,2.6,1,14188704
2019-07-11,es,2,17,5,23,12,3.6,0,41245133
2019-07-11,es,5,17,1,4,0,0,0,179536
2019-07-11,es,7,17,55,215,71,22.452,12,238619687
2019-07-12,es,4,17,4,20,4,0.996,0,10197922
2019-07-12,es,6,17,29,69,19,4.388,7,67407090
2019-07-12,es,7,17,26,62,46,15.6,5,44758106
2019-07-12,es,2,17,6,14,8,3.08,0,19688811
2019-07-13,es,6,17,34,87,12,3.8,6,22513933
2019-07-13,es,7,17,15,54,12,3.56,2,22608085
2019-07-13,es,2,17,5,11,3,0.8,0,5166118
2019-07-13,es,4,17,3,8,1,0.36,1,2278997
2019-07-14,es,5,17,1,5,0,0,0,222480
2019-07-14,es,2,17,10,49,19,4.876,0,55652152
2019-07-14,es,6,17,37,158,25,7.156,6,264776669
2019-07-14,es,4,17,4,27,3,0.68,0,18894718
2019-07-14,es,7,17,30,118,46,14.472,7,185548523
2019-07-15,es,5,17,1,4,4,1.28,0,1244440
2019-07-15,es,2,17,17,23,21,6.156,0,22160178
2019-07-15,es,4,17,2,6,2,0,0,1501167
2019-07-15,es,6,17,54,159,26,5.708,9,96991699
2019-07-15,es,7,17,62,111,47,15.04,14,33208337
2019-07-16,es,7,17,38,181,123,40.44,10,599877110
2019-07-16,es,5,17,2,46,15,4.36,0,163366953
2019-07-16,es,4,17,3,9,1,0.44,0,2370897
2019-07-16,es,6,17,39,70,23,6.836,6,39475776
2019-07-16,es,2,17,5,5,11,3.32,0,4662878
2019-07-17,es,7,17,75,189,42,13.936,16,101926340
2019-07-17,es,4,17,7,61,54,18.48,0,202589027
2019-07-17,es,5,17,1,1,0,0,0,31915
2019-07-17,es,2,17,9,49,41,15.12,0,88773337
2019-07-17,es,6,17,39,91,24,7.4,7,28448584
2019-07-18,es,4,17,11,23,13,3.44,3,19059784
2019-07-18,es,5,17,1,1,0,0,0,36723
2019-07-18,es,7,17,33,73,27,9.8,7,36351811
2019-07-18,es,2,17,5,95,7,1.16,0,228962429
2019-07-18,es,6,17,52,113,47,14.28,9,106312408
2019-07-19,es,7,17,24,76,10,2.84,4,30802567
2019-07-19,es,2,17,12,21,11,2.708,0,8316555
2019-07-19,es,5,17,4,6,5,2.6,0,7138805
2019-07-19,es,6,17,46,116,20,6.524,7,32525262
2019-07-19,es,4,17,20,43,14,6.72,4,14899399
2019-07-20,es,4,17,10,30,12,2.24,1,120145223
2019-07-20,es,6,17,26,46,6,1.28,4,8612726
2019-07-20,es,2,17,7,9,6,1.64,1,18872087
2019-07-20,es,5,17,2,2,0,0,1,0
2019-07-20,es,7,17,17,45,12,3.6,2,15019618
2019-07-21,es,4,17,7,11,2,0.16,2,645375
2019-07-21,es,2,17,1,2,0,0,0,269864
2019-07-21,es,6,17,21,67,33,10.56,3,134604121
2019-07-21,es,5,17,3,5,1,0.44,0,862379
2019-07-21,es,7,17,34,100,28,9.164,6,38902617
2019-07-22,es,4,17,8,17,8,2.8,2,20594936
2019-07-22,es,6,17,41,87,50,17.776,6,79850880
2019-07-22,es,2,17,10,32,8,1.88,1,27284872
2019-07-22,es,5,17,3,4,0,0,0,575606
2019-07-22,es,7,17,72,198,72,22.852,13,129997129
2019-07-23,es,6,17,63,159,57,19.48,11,115795047
2019-07-23,es,7,17,34,117,60,20.6,6,127599297
2019-07-23,es,4,17,44,110,16,6.56,5,35668484
2019-07-23,es,2,17,4,5,2,0.56,1,1254051
2019-07-24,es,4,17,2,12,2,0.64,0,6519593
2019-07-24,es,2,17,4,18,0,0,0,12091824
2019-07-24,es,5,17,1,5,1,0.36,0,560046
2019-07-24,es,7,17,36,114,37,11.36,8,72056374
2019-07-24,es,6,17,40,107,53,13.58,6,134412495
2019-07-25,es,7,17,68,230,79,23.904,12,290701337
2019-07-25,es,2,17,11,26,14,4.44,0,53901328
2019-07-25,es,5,17,1,2,0,0,0,58784
2019-07-25,es,6,17,36,127,58,17.04,2,178040136
2019-07-25,es,4,17,3,5,0,0,0,309674
2019-07-26,es,7,17,72,207,54,19.16,16,124553585
2019-07-26,es,4,17,4,18,2,0.336,0,13631750
2019-07-26,es,6,17,39,93,30,11.04,9,53194088
2019-07-26,es,5,17,1,1,0,0,0,0
2019-07-26,es,3,17,4,4,2,0.88,0,4517739
2019-07-26,es,2,17,8,16,11,3.32,0,51984815
2019-07-27,es,7,17,45,103,42,14.28,10,66843477
2019-07-27,es,4,17,4,28,1,0.44,0,74692935
2019-07-27,es,6,17,27,62,16,5.52,3,33513042
2019-07-27,es,2,17,3,71,2,0.56,0,168143437
2019-07-27,es,5,17,2,4,1,0.44,0,517942
2019-07-28,es,4,17,3,3,1,0.24,1,40282
2019-07-28,es,7,17,51,98,45,16,11,51343029
2019-07-28,es,2,17,4,17,7,2.52,0,49892635
2019-07-28,es,6,17,27,100,37,11.24,4,154771526
2019-07-29,es,7,17,99,263,84,26.904,23,191573372
2019-07-29,es,6,17,41,157,29,10.04,7,166538389
2019-07-29,es,2,17,12,16,20,5.32,0,15916628
2019-07-29,es,4,17,2,2,3,0.76,0,1155383
2019-07-29,es,5,17,3,2,1,0.28,1,0
2019-07-30,es,2,17,5,3,2,0.72,1,1623204
2019-07-30,es,7,17,80,153,55,18.372,24,73777585
2019-07-30,es,5,17,1,1,0,0,0,824462
2019-07-30,es,4,17,14,59,12,3.44,2,100160209
2019-07-30,es,6,17,42,116,35,11.48,6,71695965
2019-07-31,es,2,17,9,45,4,1.4,0,41227169
2019-07-31,es,7,17,59,136,53,16.772,15,62330647
2019-07-31,es,6,17,34,104,28,9.28,5,127603474
2019-07-31,es,4,17,3,3,4,1.36,0,1047633
2019-08-01,es,7,17,90,195,138,45.756,23,610396961
2019-08-01,es,6,17,27,78,25,9.152,5,82830048
2019-08-01,es,2,17,8,6,4,1.12,0,14401207
2019-08-01,es,4,17,6,18,4,1.36,0,12383215
2019-08-01,es,5,17,1,1,0,0,0,0
2019-08-02,es,6,17,32,100,28,8.66,5,58165664
2019-08-02,es,5,17,1,1,0,0,0,0
2019-08-02,es,4,17,3,16,13,4.52,0,33443553
2019-08-02,es,2,17,11,25,13,5.32,0,9213194
2019-08-02,es,3,17,19,62,17,7.64,3,38565383
2019-08-02,es,7,17,46,103,50,14.876,10,70927589
2019-08-03,es,4,17,2,8,1,0,0,698664
2019-08-03,es,5,17,1,1,0,0,0,411529
2019-08-03,es,2,17,6,10,7,2.08,0,7068576
2019-08-03,es,6,17,25,77,31,9.8,3,93569536
2019-08-03,es,7,17,15,33,13,4.36,4,30330185
2019-08-03,es,3,17,5,5,4,1.56,1,2262926
2019-08-04,es,6,17,25,34,28,10.92,5,64486060
2019-08-04,es,2,17,4,31,37,12.08,0,167161559
2019-08-04,es,5,17,1,37,0,0,0,11766777
2019-08-04,es,4,17,2,2,0,0,0,1651112
2019-08-04,es,7,17,21,66,48,14.6,2,87834172
2019-08-05,es,5,17,2,2,0,0,0,209782
2019-08-05,es,2,17,7,39,15,4.04,1,35593280
2019-08-05,es,7,17,85,197,72,22.68,20,72082075
2019-08-05,es,6,17,54,128,50,16.984,10,118711738
2019-08-05,es,4,17,11,20,3,0.92,2,6384407
2019-08-06,es,7,17,89,205,91,30.24,19,185473616
2019-08-06,es,4,17,6,33,2,0.64,0,25554006
2019-08-06,es,5,17,2,9,0,0,0,3267452
2019-08-06,es,3,17,1,10,7,1.68,0,44633823
2019-08-06,es,2,17,8,18,13,4.96,1,16150926
2019-08-06,es,6,17,38,79,57,16.84,3,80133252
2019-08-07,es,4,17,3,5,0,0,0,4051068
2019-08-07,es,7,17,38,127,65,18.96,8,474204901
2019-08-07,es,6,17,26,44,11,3.04,3,26829111
